order_id,customer_id,product_id,order_date,quantity,unit_price,discount_rate,discount_amount,final_unit_price,total_amount,total_cost,gross_profit,payment_method,order_status,sales_channel,warehouse,is_returned
195,60,10,2022-08-12,5,149,0,0.0,149.0,745.0,346.2,398.8,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
196,31,69,2024-07-14,1,9,15,1.35,7.65,7.65,4.97,2.68,Credit Card,Delivered,Website,JFK8 - New York NY,N
197,176,39,2022-03-24,3,45,5,2.25,42.75,128.25,63.24,65.01,PayPal,Delivered,Website,SEA6 - Seattle WA,N
198,64,46,2023-09-05,1,349,0,0.0,349.0,349.0,190.95,158.05,Buy Now Pay Later,Delivered,Website,DAL7 - Dallas TX,N
199,116,72,2024-08-04,2,18,0,0.0,18.0,36.0,17.9,18.1,PayPal,Delivered,Website,ONT8 - Ontario CA,N
200,200,29,2024-02-02,1,449,10,44.9,404.1,404.1,233.63,170.47,Gift Card,Processing,Website,ATL6 - Atlanta GA,N
201,67,10,2024-06-27,1,149,0,0.0,149.0,149.0,69.24,79.76,Credit Card,Returned,Alexa,MDW2 - Chicago IL,Y
202,32,6,2024-06-06,5,399,0,0.0,399.0,1995.0,1187.9,807.1,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
203,110,23,2023-07-18,1,149,15,22.35,126.65,126.65,79.92,46.73,PayPal,Delivered,Website,ATL6 - Atlanta GA,N
204,158,32,2024-09-08,2,69,5,3.45,65.55,131.1,65.28,65.82,Credit Card,Delivered,Website,JFK8 - New York NY,N
205,165,68,2022-02-09,1,10,20,2.0,8.0,8.0,4.94,3.06,PayPal,Cancelled,Website,ATL6 - Atlanta GA,N
206,125,45,2024-03-06,4,44,0,0.0,44.0,176.0,88.76,87.24,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
207,200,36,2024-12-20,1,180,20,36.0,144.0,144.0,114.18,29.82,Debit Card,Delivered,Website,JFK8 - New York NY,N
208,26,32,2022-04-25,2,69,0,0.0,69.0,138.0,65.28,72.72,Gift Card,Returned,Mobile App,DAL7 - Dallas TX,Y
209,91,23,2024-01-05,1,149,10,14.9,134.1,134.1,79.92,54.18,Credit Card,Cancelled,Mobile App,ATL6 - Atlanta GA,N
210,145,19,2024-10-05,2,249,0,0.0,249.0,498.0,265.54,232.46,Credit Card,Shipped,Website,ONT8 - Ontario CA,N
211,60,78,2022-01-02,1,23,0,0.0,23.0,23.0,14.33,8.67,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
212,184,23,2023-10-25,4,149,10,14.9,134.1,536.4,319.68,216.72,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
213,199,15,2022-05-29,3,449,10,44.9,404.1,1212.3,632.88,579.42,Gift Card,Delivered,Website,ONT8 - Ontario CA,N
214,87,39,2024-06-13,1,45,20,9.0,36.0,36.0,21.08,14.92,Buy Now Pay Later,Returned,Mobile App,JFK8 - New York NY,Y
215,182,72,2024-01-01,2,18,20,3.6,14.4,28.8,17.9,10.9,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
216,188,38,2024-03-12,1,119,5,5.95,113.05,113.05,55.21,57.84,Amazon Pay,Returned,Mobile App,JFK8 - New York NY,Y
217,155,41,2023-03-29,4,39,15,5.85,33.15,132.6,75.12,57.48,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
218,191,10,2022-12-10,1,149,20,29.8,119.2,119.2,69.24,49.96,Buy Now Pay Later,Processing,Mobile App,SEA6 - Seattle WA,N
219,164,43,2023-05-27,1,49,0,0.0,49.0,49.0,30.71,18.29,Credit Card,Processing,Mobile App,SEA6 - Seattle WA,N
220,1,7,2022-12-07,1,139,10,13.9,125.1,125.1,75.28,49.82,Debit Card,Cancelled,Website,ATL6 - Atlanta GA,N
221,97,13,2023-04-07,3,99,10,9.9,89.1,267.3,156.27,111.03,Credit Card,Delivered,Alexa,MDW2 - Chicago IL,N
222,6,41,2023-12-02,1,39,0,0.0,39.0,39.0,18.78,20.22,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
223,24,44,2024-09-15,2,299,5,14.95,284.05,568.1,359.34,208.76,Debit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
224,112,21,2023-01-25,1,99,0,0.0,99.0,99.0,51.96,47.04,Debit Card,Delivered,Third-Party Marketplace,ATL6 - Atlanta GA,N
225,68,37,2024-03-15,1,59,0,0.0,59.0,59.0,28.69,30.31,PayPal,Processing,Website,MDW2 - Chicago IL,N
226,1,55,2024-09-10,1,19,15,2.85,16.15,16.15,11.39,4.76,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
227,21,61,2024-03-25,3,599,0,0.0,599.0,1797.0,1014.72,782.28,PayPal,Shipped,Website,SEA6 - Seattle WA,N
228,140,50,2024-01-27,1,39,10,3.9,35.1,35.1,21.66,13.44,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
229,58,35,2022-07-18,2,149,0,0.0,149.0,298.0,135.82,162.18,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
230,59,71,2024-12-06,1,22,0,0.0,22.0,22.0,13.1,8.9,Debit Card,Delivered,Alexa,DAL7 - Dallas TX,N
231,147,31,2022-03-13,1,150,0,0.0,150.0,150.0,92.92,57.08,Gift Card,Shipped,Mobile App,SEA6 - Seattle WA,N
232,159,19,2022-12-21,1,249,15,37.35,211.65,211.65,132.77,78.88,Credit Card,Cancelled,Website,JFK8 - New York NY,N
233,33,6,2024-06-10,1,399,20,79.8,319.2,319.2,237.58,81.62,PayPal,Delivered,Website,ATL6 - Atlanta GA,N
234,67,41,2022-05-18,4,39,20,7.8,31.2,124.8,75.12,49.68,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
235,134,59,2024-12-06,4,18,0,0.0,18.0,72.0,38.68,33.32,Credit Card,Returned,Website,ATL6 - Atlanta GA,Y
236,151,75,2022-08-05,3,12,20,2.4,9.6,28.8,17.49,11.31,Credit Card,Shipped,Website,ATL6 - Atlanta GA,N
237,89,53,2024-08-26,1,16,5,0.8,15.2,15.2,9.66,5.54,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
238,175,52,2023-11-10,1,17,10,1.7,15.3,15.3,7.68,7.62,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
239,96,3,2023-09-29,1,1299,10,129.9,1169.1,1169.1,721.23,447.87,Debit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
240,59,18,2023-10-20,1,79,5,3.95,75.05,75.05,40.91,34.14,Debit Card,Delivered,Mobile App,JFK8 - New York NY,N
241,114,28,2024-09-19,4,349,0,0.0,349.0,1396.0,898.56,497.44,PayPal,Returned,Mobile App,ATL6 - Atlanta GA,Y
242,41,9,2022-10-05,1,99,0,0.0,99.0,99.0,58.13,40.87,Debit Card,Returned,Mobile App,JFK8 - New York NY,Y
243,50,26,2024-07-23,3,449,0,0.0,449.0,1347.0,786.66,560.34,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
244,119,65,2022-03-04,1,30,20,6.0,24.0,24.0,16.12,7.88,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
245,151,71,2023-06-14,1,22,0,0.0,22.0,22.0,13.1,8.9,Amazon Pay,Returned,Website,DAL7 - Dallas TX,Y
246,13,21,2023-03-15,3,99,10,9.9,89.1,267.3,155.88,111.42,Amazon Pay,Returned,Mobile App,MDW2 - Chicago IL,Y
247,167,53,2022-01-19,2,16,15,2.4,13.6,27.2,19.32,7.88,Credit Card,Shipped,Website,ONT8 - Ontario CA,N
248,58,33,2023-07-18,2,179,20,35.8,143.2,286.4,218.9,67.5,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
249,56,60,2024-03-24,1,17,10,1.7,15.3,15.3,10.58,4.72,Credit Card,Processing,Third-Party Marketplace,MDW2 - Chicago IL,N
250,144,77,2022-08-10,2,19,0,0.0,19.0,38.0,22.28,15.72,Credit Card,Shipped,Website,MDW2 - Chicago IL,N
251,71,34,2023-09-04,2,35,15,5.25,29.75,59.5,40.02,19.48,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
252,154,52,2022-02-22,2,17,5,0.85,16.15,32.3,15.36,16.94,Buy Now Pay Later,Processing,Website,DAL7 - Dallas TX,N
253,104,50,2023-01-24,2,39,5,1.95,37.05,74.1,43.32,30.78,Amazon Pay,Delivered,Mobile App,SEA6 - Seattle WA,N
254,122,46,2023-01-06,2,349,10,34.9,314.1,628.2,381.9,246.3,Debit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
255,144,24,2022-07-02,5,649,10,64.9,584.1,2920.5,1987.1,933.4,Credit Card,Delivered,Alexa,DAL7 - Dallas TX,N
256,85,48,2022-08-30,1,19,0,0.0,19.0,19.0,9.86,9.14,PayPal,Shipped,Mobile App,ATL6 - Atlanta GA,N
257,19,61,2024-02-21,4,599,0,0.0,599.0,2396.0,1352.96,1043.04,Debit Card,Shipped,Alexa,JFK8 - New York NY,N
258,36,26,2024-07-26,1,449,20,89.8,359.2,359.2,262.22,96.98,PayPal,Delivered,Website,ONT8 - Ontario CA,N
259,125,43,2022-04-29,2,49,0,0.0,49.0,98.0,61.42,36.58,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
260,148,21,2022-06-30,1,99,15,14.85,84.15,84.15,51.96,32.19,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
261,123,50,2024-02-04,1,39,0,0.0,39.0,39.0,21.66,17.34,PayPal,Cancelled,Mobile App,ATL6 - Atlanta GA,N
262,49,3,2023-05-25,2,1299,10,129.9,1169.1,2338.2,1442.46,895.74,PayPal,Delivered,Website,ONT8 - Ontario CA,N
263,99,65,2022-04-04,2,30,0,0.0,30.0,60.0,32.24,27.76,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
264,135,44,2022-10-02,1,299,10,29.9,269.1,269.1,179.67,89.43,Gift Card,Delivered,Website,JFK8 - New York NY,N
265,43,52,2022-09-26,1,17,0,0.0,17.0,17.0,7.68,9.32,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
266,94,5,2024-12-31,1,349,5,17.45,331.55,331.55,188.6,142.95,Debit Card,Processing,Website,ONT8 - Ontario CA,N
267,168,3,2024-06-28,1,1299,0,0.0,1299.0,1299.0,721.23,577.77,Debit Card,Delivered,Mobile App,JFK8 - New York NY,N
268,53,2,2024-12-01,1,849,5,42.45,806.55,806.55,390.95,415.6,Amazon Pay,Delivered,Website,ONT8 - Ontario CA,N
269,131,80,2022-08-06,1,18,0,0.0,18.0,18.0,9.69,8.31,Amazon Pay,Shipped,Mobile App,ATL6 - Atlanta GA,N
270,52,46,2022-03-22,2,349,0,0.0,349.0,698.0,381.9,316.1,Gift Card,Shipped,Mobile App,DAL7 - Dallas TX,N
271,85,31,2022-08-15,1,150,5,7.5,142.5,142.5,92.92,49.58,Amazon Pay,Returned,Website,ONT8 - Ontario CA,Y
272,200,66,2023-06-09,1,38,5,1.9,36.1,36.1,20.41,15.69,Debit Card,Processing,Third-Party Marketplace,MDW2 - Chicago IL,N
273,119,7,2022-03-22,1,139,0,0.0,139.0,139.0,75.28,63.72,Credit Card,Returned,Mobile App,DAL7 - Dallas TX,Y
274,190,15,2022-04-04,1,449,15,67.35,381.65,381.65,210.96,170.69,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
275,92,57,2022-07-10,5,14,0,0.0,14.0,70.0,38.5,31.5,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
276,117,35,2024-09-06,3,149,5,7.45,141.55,424.65,203.73,220.92,Amazon Pay,Returned,Mobile App,ONT8 - Ontario CA,Y
277,34,8,2022-08-01,10,49,10,4.9,44.1,441.0,318.4,122.6,Debit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
278,113,24,2022-03-01,2,649,15,97.35,551.65,1103.3,794.84,308.46,PayPal,Cancelled,Mobile App,JFK8 - New York NY,N
279,124,63,2022-04-05,1,15,5,0.75,14.25,14.25,9.65,4.6,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
280,135,74,2023-11-24,2,25,0,0.0,25.0,50.0,30.1,19.9,Amazon Pay,Shipped,Mobile App,DAL7 - Dallas TX,N
281,170,32,2024-02-28,1,69,5,3.45,65.55,65.55,32.64,32.91,PayPal,Delivered,Alexa,ATL6 - Atlanta GA,N
282,14,2,2024-08-19,2,849,0,0.0,849.0,1698.0,781.9,916.1,PayPal,Returned,Website,DAL7 - Dallas TX,Y
283,83,31,2024-11-04,1,150,0,0.0,150.0,150.0,92.92,57.08,Amazon Pay,Delivered,Website,JFK8 - New York NY,N
284,21,59,2022-06-30,1,18,5,0.9,17.1,17.1,9.67,7.43,Debit Card,Returned,Website,DAL7 - Dallas TX,Y
285,191,3,2022-01-01,1,1299,0,0.0,1299.0,1299.0,721.23,577.77,PayPal,Returned,Third-Party Marketplace,SEA6 - Seattle WA,Y
286,78,66,2024-07-23,2,38,5,1.9,36.1,72.2,40.82,31.38,Credit Card,Cancelled,Website,JFK8 - New York NY,N
287,117,43,2024-08-26,2,49,5,2.45,46.55,93.1,61.42,31.68,Credit Card,Returned,Mobile App,ONT8 - Ontario CA,Y
288,195,29,2023-08-21,1,449,0,0.0,449.0,449.0,233.63,215.37,Credit Card,Shipped,Website,JFK8 - New York NY,N
289,127,18,2024-04-18,3,79,10,7.9,71.1,213.3,122.73,90.57,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
290,56,59,2023-11-24,3,18,0,0.0,18.0,54.0,29.01,24.99,Debit Card,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
291,151,16,2024-10-29,3,49,5,2.45,46.55,139.65,91.23,48.42,Debit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
292,142,56,2024-11-07,3,17,0,0.0,17.0,51.0,26.82,24.18,Gift Card,Returned,Mobile App,JFK8 - New York NY,Y
293,188,17,2023-10-22,1,89,5,4.45,84.55,84.55,47.71,36.84,Credit Card,Shipped,Third-Party Marketplace,SEA6 - Seattle WA,N
294,196,32,2023-08-26,1,69,20,13.8,55.2,55.2,32.64,22.56,Credit Card,Shipped,Website,SEA6 - Seattle WA,N
295,192,66,2023-10-05,1,38,5,1.9,36.1,36.1,20.41,15.69,Gift Card,Processing,Mobile App,JFK8 - New York NY,N
296,54,80,2022-09-29,2,18,10,1.8,16.2,32.4,19.38,13.02,Amazon Pay,Cancelled,Third-Party Marketplace,ATL6 - Atlanta GA,N
297,139,42,2024-09-10,2,29,10,2.9,26.1,52.2,35.12,17.08,Gift Card,Processing,Mobile App,SEA6 - Seattle WA,N
298,192,69,2022-01-27,1,9,10,0.9,8.1,8.1,4.97,3.13,Credit Card,Shipped,Website,SEA6 - Seattle WA,N
299,15,26,2023-08-10,1,449,10,44.9,404.1,404.1,262.22,141.88,Credit Card,Processing,Website,MDW2 - Chicago IL,N
300,53,70,2022-07-29,1,38,10,3.8,34.2,34.2,23.99,10.21,Amazon Pay,Processing,Mobile App,JFK8 - New York NY,N
301,191,72,2023-08-13,1,18,0,0.0,18.0,18.0,8.95,9.05,Credit Card,Processing,Website,DAL7 - Dallas TX,N
302,176,41,2023-05-30,5,39,0,0.0,39.0,195.0,93.9,101.1,PayPal,Delivered,Alexa,DAL7 - Dallas TX,N
303,58,48,2023-02-07,3,19,10,1.9,17.1,51.3,29.58,21.72,Buy Now Pay Later,Returned,Website,JFK8 - New York NY,Y
304,175,10,2024-11-18,1,149,0,0.0,149.0,149.0,69.24,79.76,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
305,34,21,2023-11-08,2,99,0,0.0,99.0,198.0,103.92,94.08,Gift Card,Shipped,Website,MDW2 - Chicago IL,N
306,153,7,2023-09-09,3,139,5,6.95,132.05,396.15,225.84,170.31,Debit Card,Shipped,Website,SEA6 - Seattle WA,N
307,82,68,2022-05-20,1,10,0,0.0,10.0,10.0,4.94,5.06,Credit Card,Returned,Mobile App,DAL7 - Dallas TX,Y
308,24,45,2023-11-11,1,44,0,0.0,44.0,44.0,22.19,21.81,Credit Card,Delivered,Third-Party Marketplace,ATL6 - Atlanta GA,N
309,136,61,2022-01-19,10,599,10,59.9,539.1,5391.0,3382.4,2008.6,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
310,158,80,2023-10-20,1,18,0,0.0,18.0,18.0,9.69,8.31,PayPal,Delivered,Website,MDW2 - Chicago IL,N
311,139,37,2024-02-07,1,59,0,0.0,59.0,59.0,28.69,30.31,Debit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
312,167,25,2022-07-16,1,499,0,0.0,499.0,499.0,283.08,215.92,Gift Card,Delivered,Mobile App,ONT8 - Ontario CA,N
313,161,9,2023-03-13,1,99,5,4.95,94.05,94.05,58.13,35.92,Debit Card,Cancelled,Website,ATL6 - Atlanta GA,N
314,180,56,2022-11-11,2,17,20,3.4,13.6,27.2,17.88,9.32,Amazon Pay,Delivered,Website,ONT8 - Ontario CA,N
315,14,23,2023-04-12,3,149,10,14.9,134.1,402.3,239.76,162.54,Debit Card,Cancelled,Mobile App,DAL7 - Dallas TX,N
316,111,41,2024-12-31,1,39,10,3.9,35.1,35.1,18.78,16.32,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
317,150,6,2024-10-26,2,399,0,0.0,399.0,798.0,475.16,322.84,PayPal,Delivered,Website,ONT8 - Ontario CA,N
318,73,57,2022-03-05,1,14,10,1.4,12.6,12.6,7.7,4.9,Debit Card,Shipped,Website,DAL7 - Dallas TX,N
319,140,38,2024-02-04,5,119,0,0.0,119.0,595.0,276.05,318.95,Credit Card,Cancelled,Alexa,JFK8 - New York NY,N
320,32,6,2022-06-24,1,399,5,19.95,379.05,379.05,237.58,141.47,Amazon Pay,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
321,55,53,2022-10-19,4,16,10,1.6,14.4,57.6,38.64,18.96,Credit Card,Delivered,Alexa,JFK8 - New York NY,N
322,30,24,2022-04-22,2,649,5,32.45,616.55,1233.1,794.84,438.26,Gift Card,Returned,Third-Party Marketplace,DAL7 - Dallas TX,Y
323,166,71,2023-05-29,1,22,5,1.1,20.9,20.9,13.1,7.8,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
324,92,17,2023-08-07,2,89,0,0.0,89.0,178.0,95.42,82.58,Gift Card,Processing,Website,DAL7 - Dallas TX,N
325,85,79,2022-11-09,2,9,5,0.45,8.55,17.1,8.64,8.46,Credit Card,Shipped,Website,DAL7 - Dallas TX,N
326,44,1,2024-06-12,1,999,10,99.9,899.1,899.1,514.24,384.86,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
327,123,60,2024-09-24,1,17,10,1.7,15.3,15.3,10.58,4.72,Credit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
328,36,69,2022-06-06,1,9,10,0.9,8.1,8.1,4.97,3.13,PayPal,Returned,Alexa,SEA6 - Seattle WA,Y
329,8,75,2023-03-12,2,12,10,1.2,10.8,21.6,11.66,9.94,Debit Card,Cancelled,Mobile App,ATL6 - Atlanta GA,N
330,121,20,2023-08-19,1,399,0,0.0,399.0,399.0,213.61,185.39,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
331,129,2,2022-12-06,2,849,10,84.9,764.1,1528.2,781.9,746.3,Credit Card,Returned,Website,ATL6 - Atlanta GA,Y
332,145,19,2024-01-05,2,249,0,0.0,249.0,498.0,265.54,232.46,Amazon Pay,Delivered,Website,MDW2 - Chicago IL,N
333,95,30,2024-01-10,1,149,0,0.0,149.0,149.0,71.66,77.34,Gift Card,Delivered,Alexa,ONT8 - Ontario CA,N
334,167,42,2023-07-15,1,29,20,5.8,23.2,23.2,17.56,5.64,Credit Card,Returned,Mobile App,JFK8 - New York NY,Y
335,97,49,2022-06-09,1,29,5,1.45,27.55,27.55,16.98,10.57,Credit Card,Shipped,Third-Party Marketplace,ATL6 - Atlanta GA,N
336,104,46,2024-09-14,3,349,0,0.0,349.0,1047.0,572.85,474.15,Credit Card,Cancelled,Alexa,DAL7 - Dallas TX,N
337,43,30,2023-03-10,1,149,5,7.45,141.55,141.55,71.66,69.89,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
338,170,30,2022-08-21,1,149,0,0.0,149.0,149.0,71.66,77.34,Debit Card,Shipped,Website,JFK8 - New York NY,N
339,166,53,2022-11-26,1,16,0,0.0,16.0,16.0,9.66,6.34,Debit Card,Delivered,Alexa,JFK8 - New York NY,N
340,15,22,2024-04-10,1,129,0,0.0,129.0,129.0,59.78,69.22,Debit Card,Processing,Website,SEA6 - Seattle WA,N
341,187,37,2024-08-23,5,59,0,0.0,59.0,295.0,143.45,151.55,Credit Card,Cancelled,Alexa,ATL6 - Atlanta GA,N
342,37,75,2024-11-12,3,12,0,0.0,12.0,36.0,17.49,18.51,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
343,153,76,2022-09-28,1,19,0,0.0,19.0,19.0,10.31,8.69,Credit Card,Delivered,Alexa,ATL6 - Atlanta GA,N
344,176,54,2022-12-30,3,16,5,0.8,15.2,45.6,24.75,20.85,Amazon Pay,Shipped,Website,ATL6 - Atlanta GA,N
345,129,16,2022-01-03,1,49,5,2.45,46.55,46.55,30.41,16.14,Amazon Pay,Cancelled,Mobile App,ATL6 - Atlanta GA,N
346,108,48,2024-05-28,4,19,5,0.95,18.05,72.2,39.44,32.76,PayPal,Delivered,Mobile App,DAL7 - Dallas TX,N
347,90,76,2022-07-20,3,19,20,3.8,15.2,45.6,30.93,14.67,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
348,73,77,2023-01-23,4,19,0,0.0,19.0,76.0,44.56,31.44,Amazon Pay,Delivered,Website,ATL6 - Atlanta GA,N
349,31,67,2023-10-09,1,54,10,5.4,48.6,48.6,28.57,20.03,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
350,65,34,2024-01-19,3,35,0,0.0,35.0,105.0,60.03,44.97,Buy Now Pay Later,Processing,Website,JFK8 - New York NY,N
351,106,71,2024-01-29,3,22,0,0.0,22.0,66.0,39.3,26.7,Debit Card,Shipped,Third-Party Marketplace,ATL6 - Atlanta GA,N
352,89,51,2022-09-01,2,18,10,1.8,16.2,32.4,17.78,14.62,Debit Card,Returned,Mobile App,JFK8 - New York NY,Y
353,26,28,2022-04-17,2,349,15,52.35,296.65,593.3,449.28,144.02,Buy Now Pay Later,Delivered,Website,ONT8 - Ontario CA,N
354,38,61,2022-05-12,4,599,0,0.0,599.0,2396.0,1352.96,1043.04,Credit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
355,99,52,2022-04-28,2,17,10,1.7,15.3,30.6,15.36,15.24,PayPal,Cancelled,Mobile App,DAL7 - Dallas TX,N
356,3,26,2024-11-27,3,449,15,67.35,381.65,1144.95,786.66,358.29,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
357,179,30,2024-01-07,2,149,5,7.45,141.55,283.1,143.32,139.78,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
358,200,52,2023-02-15,1,17,0,0.0,17.0,17.0,7.68,9.32,Amazon Pay,Shipped,Website,ONT8 - Ontario CA,N
359,141,37,2023-12-14,2,59,10,5.9,53.1,106.2,57.38,48.82,PayPal,Delivered,Website,JFK8 - New York NY,N
360,117,52,2024-04-13,2,17,0,0.0,17.0,34.0,15.36,18.64,Debit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
361,30,66,2023-05-28,5,38,10,3.8,34.2,171.0,102.05,68.95,Buy Now Pay Later,Processing,Mobile App,JFK8 - New York NY,N
362,194,44,2024-08-01,5,299,0,0.0,299.0,1495.0,898.35,596.65,PayPal,Cancelled,Mobile App,MDW2 - Chicago IL,N
363,18,49,2023-04-16,2,29,20,5.8,23.2,46.4,33.96,12.44,Debit Card,Returned,Website,ATL6 - Atlanta GA,Y
364,3,34,2023-12-02,1,35,0,0.0,35.0,35.0,20.01,14.99,Gift Card,Delivered,Mobile App,MDW2 - Chicago IL,N
365,56,74,2023-01-25,1,25,20,5.0,20.0,20.0,15.05,4.95,Credit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
366,53,30,2023-12-31,1,149,0,0.0,149.0,149.0,71.66,77.34,Credit Card,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
367,170,64,2022-03-28,2,12,10,1.2,10.8,21.6,14.8,6.8,Credit Card,Returned,Website,ATL6 - Atlanta GA,Y
368,71,63,2024-11-12,1,15,10,1.5,13.5,13.5,9.65,3.85,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
369,135,55,2024-10-26,1,19,10,1.9,17.1,17.1,11.39,5.71,PayPal,Delivered,Mobile App,DAL7 - Dallas TX,N
370,31,67,2022-01-25,1,54,10,5.4,48.6,48.6,28.57,20.03,Credit Card,Processing,Website,MDW2 - Chicago IL,N
371,157,34,2023-07-06,1,35,0,0.0,35.0,35.0,20.01,14.99,Amazon Pay,Shipped,Website,DAL7 - Dallas TX,N
372,109,27,2024-01-18,1,199,15,29.85,169.15,169.15,124.32,44.83,Credit Card,Returned,Website,JFK8 - New York NY,Y
373,148,30,2023-04-28,3,149,10,14.9,134.1,402.3,214.98,187.32,PayPal,Shipped,Website,SEA6 - Seattle WA,N
374,39,61,2024-10-20,3,599,0,0.0,599.0,1797.0,1014.72,782.28,PayPal,Delivered,Mobile App,ATL6 - Atlanta GA,N
375,185,41,2022-04-08,3,39,0,0.0,39.0,117.0,56.34,60.66,Amazon Pay,Delivered,Website,MDW2 - Chicago IL,N
376,122,13,2024-01-10,1,99,0,0.0,99.0,99.0,52.09,46.91,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
377,6,53,2023-02-12,1,16,10,1.6,14.4,14.4,9.66,4.74,Amazon Pay,Processing,Mobile App,MDW2 - Chicago IL,N
378,91,42,2024-07-04,2,29,5,1.45,27.55,55.1,35.12,19.98,Credit Card,Cancelled,Website,SEA6 - Seattle WA,N
379,38,22,2024-05-13,2,129,15,19.35,109.65,219.3,119.56,99.74,Debit Card,Processing,Alexa,ONT8 - Ontario CA,N
380,21,21,2023-08-20,1,99,0,0.0,99.0,99.0,51.96,47.04,Amazon Pay,Processing,Website,DAL7 - Dallas TX,N
381,200,47,2024-07-11,2,199,0,0.0,199.0,398.0,200.84,197.16,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
382,61,33,2022-06-13,5,179,5,8.95,170.05,850.25,547.25,303.0,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
383,141,7,2022-06-20,1,139,5,6.95,132.05,132.05,75.28,56.77,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
384,80,30,2022-09-16,1,149,0,0.0,149.0,149.0,71.66,77.34,PayPal,Delivered,Website,SEA6 - Seattle WA,N
385,92,42,2023-07-12,3,29,5,1.45,27.55,82.65,52.68,29.97,Credit Card,Shipped,Third-Party Marketplace,ATL6 - Atlanta GA,N
386,46,76,2024-06-09,2,19,10,1.9,17.1,34.2,20.62,13.58,Amazon Pay,Shipped,Website,MDW2 - Chicago IL,N
387,124,70,2023-09-23,1,38,0,0.0,38.0,38.0,23.99,14.01,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
388,134,18,2022-01-18,1,79,0,0.0,79.0,79.0,40.91,38.09,Debit Card,Processing,Mobile App,MDW2 - Chicago IL,N
389,3,56,2022-01-15,3,17,5,0.85,16.15,48.45,26.82,21.63,Credit Card,Shipped,Alexa,DAL7 - Dallas TX,N
390,102,32,2024-03-09,1,69,5,3.45,65.55,65.55,32.64,32.91,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
391,62,67,2023-07-11,3,54,20,10.8,43.2,129.6,85.71,43.89,Amazon Pay,Delivered,Mobile App,DAL7 - Dallas TX,N
392,49,9,2024-07-21,1,99,0,0.0,99.0,99.0,58.13,40.87,Credit Card,Processing,Mobile App,JFK8 - New York NY,N
